Date,Close,High,Low,Volume,Argument_Similarity,Sentiment_Variance,Volume_Crowd
2020-01-02,72.33386993408203,72.39407791515757,71.09117632272992,135480400,0.05468975003000259,0.6853063652587746,206.0
2020-01-03,71.63063049316406,72.3892495107853,71.40665858931894,146322800,0.0701743875830982,0.5254320987654321,1654.0
2020-01-06,72.20140838623047,72.23994237629597,70.50354624985978,118387200,0.05480142098571573,0.9892984542211655,258.0
2020-01-07,71.86184692382812,72.46633010238772,71.64268897397623,108872000,0.0574625648663971,0.8395753153825045,878.0
2020-01-08,73.0178451538086,73.31888511458335,71.56562867701548,132079200,0.05881338374039868,0.9116973472480954,813.0
2020-01-09,74.56880187988281,74.76146451044018,73.74275001069596,170108400,0.059371774335088986,0.6416035614814151,1310.0
2020-01-10,74.73738098144531,75.3009342510977,74.23645372460896,140644800,0.056399976533199364,0.6042582042634873,1514.0
2020-01-13,76.33409118652344,76.36058652225458,74.93485817482635,121532000,0.052657262164194966,0.8790170132325141,230.0
2020-01-14,75.30332946777344,76.48100118582082,75.18051017572739,161954400,0.058423674242490176,0.6816757255976623,1151.0
2020-01-15,74.98060607910156,75.98246770801262,74.54951490172726,121923600,0.05662522957432835,0.8566755162443213,1494.0
2020-01-16,75.91985321044922,76.03064118697364,75.16123412136378,108829200,0.06129290147578129,0.8936672967863896,1436.0
2020-01-17,76.76036071777344,76.7627640392473,75.86205500785368,137816400,0.05821620005610558,0.7818319395446194,774.0
2020-01-21,76.24015808105469,76.83019183971173,76.1028821310267,110843200,0.05155563193680709,0.7053061224489797,231.0
2020-01-22,76.51229858398438,77.06379835057774,76.41837061392836,101832400,0.053469966247544264,0.634705953387272,587.0
2020-01-23,76.88078308105469,76.96025438766408,76.01860061750638,104472000,0.057230173122615045,0.4744788630635217,769.0
2020-01-24,76.65921783447266,77.86819158420508,76.46895853504518,146537600,0.053011797253097244,0.47749302136374466,644.0
2020-01-27,74.405029296875,75.08416976822737,73.42484155700832,161940000,0.05342203621237057,0.8480321746624532,283.0
2020-01-28,76.50991821289062,76.68090687398296,75.18534222076916,162234000,0.06048728679659445,0.7834171597633137,1167.0
2020-01-29,78.11144256591797,78.95676515736241,77.39858197163568,216229200,0.07030641310724244,0.7718557383911553,4178.0
2020-01-30,77.99823760986328,78.05122092954578,76.76517927864235,126743200,0.05924056633760644,0.703951846660531,2322.0
2020-01-31,74.5398941040039,77.71164655303768,74.24607885109228,199588400,0.0542524643776487,0.8649560270038344,1057.0
2020-02-03,74.33519744873047,75.49841264105945,72.7842389592195,173788400,0.055449209748839164,0.9220541626942207,433.0
2020-02-04,76.78926849365234,76.97952779146334,75.53212542449515,136616400,0.05948529625987877,0.977075481055346,1160.0
2020-02-05,77.41543579101562,78.21258898353346,76.81335589638837,118826800,0.05753531408178672,0.8341863552305463,817.0
2020-02-06,78.32095336914062,78.3233640404218,77.12883967256218,105425600,0.05696396467437991,0.8043006591948701,635.0
2020-02-07,77.25634765625,78.06987612347613,76.76629893571341,117684000,0.05357585912084059,0.6611717531744263,763.0
2020-02-10,77.62329864501953,77.62329864501953,75.7644959675757,109348800,0.051973283039392484,0.9462297836588952,315.0
2020-02-11,77.15496826171875,78.19059132825674,76.93770658748598,94323200,0.06155875334318257,0.9096315254620045,1072.0
2020-02-12,78.98722839355469,78.9920538114317,77.60398368209574,113730400,0.05659508225642801,0.9201713277903749,680.0
2020-02-13,78.42475128173828,78.75064746940821,78.05782062596876,94747600,0.058876018429942716,0.8642659279778394,838.0
2020-02-14,78.44408416748047,78.69272952184373,77.93713525426901,80113600,0.050987507073519504,0.9759079048747481,840.0
2020-02-18,77.0077133178711,77.1887659353896,75.94794846047884,152531200,0.06014168964659632,0.9862030738221216,891.0
2020-02-19,78.12300872802734,78.35234502696264,77.24912913343354,93984000,0.05840449000767296,0.9555480638900337,2044.0
2020-02-20,77.32154083251953,78.37164756799683,76.81700838375629,100566000,0.05200187783771941,0.6333257504100765,770.0
2020-02-21,75.57137298583984,77.35776502195542,74.95579692410486,129554000,0.056150429528046684,0.9910518626734843,754.0
2020-02-24,71.981689453125,73.43011036441114,69.82113268068633,222195200,0.053021215950605154,0.9995274102079397,278.0
2020-02-25,69.54353332519531,73.0318176639516,69.07280081018256,230673600,0.05685812733966825,0.9957890482030781,1494.0
2020-02-26,70.64673614501953,71.90927916190874,69.16210602316792,198054800,0.06268343840038415,0.9998708677685951,1332.0
2020-02-27,66.02867889404297,69.04139705399142,65.8934935311334,320605600,0.0563021587480448,0.9995355231866827,1189.0
2020-02-28,65.99005889892578,67.20915102510166,61.88861568726967,426510000,0.05595214221403264,0.9960154965176986,1651.0
2020-03-02,72.13377380371094,72.76866613954134,67.04257525684778,341397200,0.057349390562466296,0.9828806009258452,520.0
2020-03-03,69.84286499023438,73.3866667341741,68.99311992366323,319475600,0.05622803594031141,0.8994204081632654,1810.0
2020-03-04,73.0824966430664,73.24182384454771,70.76261243598904,219178400,0.05655442792914701,0.9391903799542709,1590.0
2020-03-05,70.7119140625,72.31241302487865,70.34739243241086,187572800,0.054975370672815216,0.9448223053015632,1261.0
2020-03-06,69.77283477783203,70.20494899083147,67.88989092478414,226176800,0.0541206471583261,0.9720972347906853,1271.0
